axis,descriptor_pair
nationality,"['indian man', 'german man']"
nationality,"['indian man', 'syrian man']"
nationality,"['indian man', 'middle eastern man']"
nationality,"['indian man', 'mississippian man']"
nationality,"['indian man', 'native american man']"
nationality,"['indian man', 'kenyan man']"
nationality,"['indian man', 'japanese man']"
nationality,"['indian man', 'italian man']"
nationality,"['indian man', 'iraqi man']"
nationality,"['indian man', 'greek man']"
nationality,"['indian man', 'nigerian man']"
nationality,"['indian man', 'polish man']"
nationality,"['indian man', 'russian man']"
nationality,"['indian man', 'saudi arabian man']"
nationality,"['indian man', 'european man']"
nationality,"['indian man', 'eskimo']"
nationality,"['indian man', 'dutch man']"
nationality,"['indian man', 'colombian man']"
nationality,"['indian man', 'scottish man']"
nationality,"['indian man', 'gypsy man']"
nationality,"['guatemalan man', 'australian man']"
nationality,"['guatemalan man', 'canadian man']"
nationality,"['guatemalan man', 'norse man']"
nationality,"['guatemalan man', 'french man']"
nationality,"['guatemalan man', 'norwegian man']"
nationality,"['guatemalan man', 'cuban man']"
nationality,"['guatemalan man', 'dominican man']"
nationality,"['guatemalan man', 'salvadoran man']"
nationality,"['guatemalan man', 'thai man']"
nationality,"['guatemalan man', 'german man']"
nationality,"['guatemalan man', 'syrian man']"
nationality,"['guatemalan man', 'middle eastern man']"
nationality,"['guatemalan man', 'mississippian man']"
nationality,"['guatemalan man', 'native american man']"
nationality,"['guatemalan man', 'kenyan man']"
nationality,"['guatemalan man', 'japanese man']"
nationality,"['guatemalan man', 'italian man']"
nationality,"['guatemalan man', 'iraqi man']"
nationality,"['guatemalan man', 'greek man']"
nationality,"['guatemalan man', 'nigerian man']"
nationality,"['guatemalan man', 'polish man']"
nationality,"['guatemalan man', 'russian man']"
nationality,"['guatemalan man', 'saudi arabian man']"
nationality,"['guatemalan man', 'european man']"
nationality,"['guatemalan man', 'eskimo']"
nationality,"['guatemalan man', 'dutch man']"
nationality,"['guatemalan man', 'colombian man']"
nationality,"['guatemalan man', 'scottish man']"
nationality,"['guatemalan man', 'gypsy man']"
nationality,"['australian man', 'canadian man']"
nationality,"['australian man', 'norse man']"
nationality,"['australian man', 'french man']"
nationality,"['australian man', 'norwegian man']"
nationality,"['australian man', 'cuban man']"
nationality,"['australian man', 'dominican man']"
nationality,"['australian man', 'salvadoran man']"
nationality,"['australian man', 'thai man']"
nationality,"['australian man', 'german man']"
nationality,"['australian man', 'syrian man']"
nationality,"['australian man', 'middle eastern man']"
nationality,"['australian man', 'mississippian man']"
nationality,"['australian man', 'native american man']"
nationality,"['australian man', 'kenyan man']"
nationality,"['australian man', 'japanese man']"
nationality,"['australian man', 'italian man']"
nationality,"['australian man', 'iraqi man']"
nationality,"['australian man', 'greek man']"
nationality,"['australian man', 'nigerian man']"
nationality,"['australian man', 'polish man']"
nationality,"['australian man', 'russian man']"
nationality,"['australian man', 'saudi arabian man']"
nationality,"['australian man', 'european man']"
nationality,"['australian man', 'eskimo']"
nationality,"['australian man', 'dutch man']"
nationality,"['australian man', 'colombian man']"
nationality,"['australian man', 'scottish man']"
nationality,"['australian man', 'gypsy man']"
nationality,"['canadian man', 'norse man']"
nationality,"['canadian man', 'french man']"
nationality,"['canadian man', 'norwegian man']"
nationality,"['canadian man', 'cuban man']"
nationality,"['canadian man', 'dominican man']"
nationality,"['canadian man', 'salvadoran man']"
nationality,"['canadian man', 'thai man']"
nationality,"['canadian man', 'german man']"
nationality,"['canadian man', 'syrian man']"
nationality,"['canadian man', 'middle eastern man']"
nationality,"['canadian man', 'mississippian man']"
nationality,"['canadian man', 'native american man']"
nationality,"['canadian man', 'kenyan man']"
nationality,"['canadian man', 'japanese man']"
nationality,"['canadian man', 'italian man']"
nationality,"['canadian man', 'iraqi man']"
nationality,"['canadian man', 'greek man']"
nationality,"['canadian man', 'nigerian man']"
nationality,"['canadian man', 'polish man']"
nationality,"['canadian man', 'russian man']"
nationality,"['canadian man', 'saudi arabian man']"
nationality,"['canadian man', 'european man']"
nationality,"['canadian man', 'eskimo']"
nationality,"['canadian man', 'dutch man']"
nationality,"['canadian man', 'colombian man']"
nationality,"['canadian man', 'scottish man']"
nationality,"['canadian man', 'gypsy man']"
nationality,"['norse man', 'french man']"
nationality,"['norse man', 'norwegian man']"
nationality,"['norse man', 'cuban man']"
nationality,"['norse man', 'dominican man']"
nationality,"['norse man', 'salvadoran man']"
nationality,"['norse man', 'thai man']"
nationality,"['norse man', 'german man']"
nationality,"['norse man', 'syrian man']"
nationality,"['norse man', 'middle eastern man']"
nationality,"['norse man', 'mississippian man']"
nationality,"['norse man', 'native american man']"
nationality,"['norse man', 'kenyan man']"
nationality,"['norse man', 'japanese man']"
nationality,"['norse man', 'italian man']"
nationality,"['norse man', 'iraqi man']"
nationality,"['norse man', 'greek man']"
nationality,"['norse man', 'nigerian man']"
nationality,"['norse man', 'polish man']"
nationality,"['norse man', 'russian man']"
nationality,"['norse man', 'saudi arabian man']"
nationality,"['norse man', 'european man']"
nationality,"['norse man', 'eskimo']"
nationality,"['norse man', 'dutch man']"
nationality,"['norse man', 'colombian man']"
nationality,"['norse man', 'scottish man']"
nationality,"['norse man', 'gypsy man']"
nationality,"['french man', 'norwegian man']"
nationality,"['french man', 'cuban man']"
nationality,"['french man', 'dominican man']"
nationality,"['french man', 'salvadoran man']"
nationality,"['french man', 'thai man']"
nationality,"['french man', 'german man']"
nationality,"['french man', 'syrian man']"
nationality,"['french man', 'middle eastern man']"
nationality,"['french man', 'mississippian man']"
nationality,"['french man', 'native american man']"
nationality,"['french man', 'kenyan man']"
nationality,"['french man', 'japanese man']"
nationality,"['french man', 'italian man']"
nationality,"['french man', 'iraqi man']"
nationality,"['french man', 'greek man']"
nationality,"['french man', 'nigerian man']"
nationality,"['french man', 'polish man']"
nationality,"['french man', 'russian man']"
nationality,"['french man', 'saudi arabian man']"
nationality,"['french man', 'european man']"
nationality,"['french man', 'eskimo']"
nationality,"['french man', 'dutch man']"
nationality,"['french man', 'colombian man']"
nationality,"['french man', 'scottish man']"
nationality,"['french man', 'gypsy man']"
nationality,"['norwegian man', 'cuban man']"
nationality,"['norwegian man', 'dominican man']"
nationality,"['norwegian man', 'salvadoran man']"
nationality,"['norwegian man', 'thai man']"
nationality,"['norwegian man', 'german man']"
nationality,"['norwegian man', 'syrian man']"
nationality,"['norwegian man', 'middle eastern man']"
nationality,"['norwegian man', 'mississippian man']"
nationality,"['norwegian man', 'native american man']"
nationality,"['norwegian man', 'kenyan man']"
nationality,"['norwegian man', 'japanese man']"
nationality,"['norwegian man', 'italian man']"
nationality,"['norwegian man', 'iraqi man']"
nationality,"['norwegian man', 'greek man']"
nationality,"['norwegian man', 'nigerian man']"
nationality,"['norwegian man', 'polish man']"
nationality,"['norwegian man', 'russian man']"
nationality,"['norwegian man', 'saudi arabian man']"
nationality,"['norwegian man', 'european man']"
nationality,"['norwegian man', 'eskimo']"
nationality,"['norwegian man', 'dutch man']"
nationality,"['norwegian man', 'colombian man']"
nationality,"['norwegian man', 'scottish man']"
nationality,"['norwegian man', 'gypsy man']"
nationality,"['cuban man', 'dominican man']"
nationality,"['cuban man', 'salvadoran man']"
nationality,"['cuban man', 'thai man']"
nationality,"['cuban man', 'german man']"
nationality,"['cuban man', 'syrian man']"
nationality,"['cuban man', 'middle eastern man']"
nationality,"['cuban man', 'mississippian man']"
nationality,"['cuban man', 'native american man']"
nationality,"['cuban man', 'kenyan man']"
nationality,"['cuban man', 'japanese man']"
nationality,"['cuban man', 'italian man']"
nationality,"['cuban man', 'iraqi man']"
nationality,"['cuban man', 'greek man']"
nationality,"['cuban man', 'nigerian man']"
nationality,"['cuban man', 'polish man']"
nationality,"['cuban man', 'russian man']"
nationality,"['cuban man', 'saudi arabian man']"
nationality,"['cuban man', 'european man']"
nationality,"['cuban man', 'eskimo']"
nationality,"['cuban man', 'dutch man']"
nationality,"['cuban man', 'colombian man']"
nationality,"['cuban man', 'scottish man']"
nationality,"['cuban man', 'gypsy man']"
nationality,"['dominican man', 'salvadoran man']"
nationality,"['dominican man', 'thai man']"
nationality,"['dominican man', 'german man']"
nationality,"['dominican man', 'syrian man']"
nationality,"['dominican man', 'middle eastern man']"
nationality,"['dominican man', 'mississippian man']"
nationality,"['dominican man', 'native american man']"
nationality,"['dominican man', 'kenyan man']"
nationality,"['dominican man', 'japanese man']"
nationality,"['dominican man', 'italian man']"
nationality,"['dominican man', 'iraqi man']"
nationality,"['dominican man', 'greek man']"
nationality,"['dominican man', 'nigerian man']"
nationality,"['dominican man', 'polish man']"
nationality,"['dominican man', 'russian man']"
nationality,"['dominican man', 'saudi arabian man']"
nationality,"['dominican man', 'european man']"
nationality,"['dominican man', 'eskimo']"
nationality,"['dominican man', 'dutch man']"
nationality,"['dominican man', 'colombian man']"
nationality,"['dominican man', 'scottish man']"
nationality,"['dominican man', 'gypsy man']"
nationality,"['salvadoran man', 'thai man']"
nationality,"['salvadoran man', 'german man']"
nationality,"['salvadoran man', 'syrian man']"
nationality,"['salvadoran man', 'middle eastern man']"
nationality,"['salvadoran man', 'mississippian man']"
nationality,"['salvadoran man', 'native american man']"
nationality,"['salvadoran man', 'kenyan man']"
nationality,"['salvadoran man', 'japanese man']"
nationality,"['salvadoran man', 'italian man']"
nationality,"['salvadoran man', 'iraqi man']"
nationality,"['salvadoran man', 'greek man']"
nationality,"['salvadoran man', 'nigerian man']"
nationality,"['salvadoran man', 'polish man']"
nationality,"['salvadoran man', 'russian man']"
nationality,"['salvadoran man', 'saudi arabian man']"
nationality,"['salvadoran man', 'european man']"
nationality,"['salvadoran man', 'eskimo']"
nationality,"['salvadoran man', 'dutch man']"
nationality,"['salvadoran man', 'colombian man']"
nationality,"['salvadoran man', 'scottish man']"
nationality,"['salvadoran man', 'gypsy man']"
nationality,"['thai man', 'german man']"
nationality,"['thai man', 'syrian man']"
nationality,"['thai man', 'middle eastern man']"
nationality,"['thai man', 'mississippian man']"
nationality,"['thai man', 'native american man']"
nationality,"['thai man', 'kenyan man']"
nationality,"['thai man', 'japanese man']"
nationality,"['thai man', 'italian man']"
nationality,"['thai man', 'iraqi man']"
nationality,"['thai man', 'greek man']"
nationality,"['thai man', 'nigerian man']"
nationality,"['thai man', 'polish man']"
nationality,"['thai man', 'russian man']"
nationality,"['thai man', 'saudi arabian man']"
nationality,"['thai man', 'european man']"
nationality,"['thai man', 'eskimo']"
nationality,"['thai man', 'dutch man']"
nationality,"['thai man', 'colombian man']"
nationality,"['thai man', 'scottish man']"
nationality,"['thai man', 'gypsy man']"
nationality,"['german man', 'syrian man']"
nationality,"['german man', 'middle eastern man']"
nationality,"['german man', 'mississippian man']"
nationality,"['german man', 'native american man']"
nationality,"['german man', 'kenyan man']"
nationality,"['german man', 'japanese man']"
nationality,"['german man', 'italian man']"
nationality,"['german man', 'iraqi man']"
nationality,"['german man', 'greek man']"
