axis,descriptor_pair
nationality,"['korean woman', 'syrian woman']"
nationality,"['korean woman', 'middle eastern woman']"
nationality,"['korean woman', 'mississippian woman']"
nationality,"['korean woman', 'native american woman']"
nationality,"['korean woman', 'kenyan woman']"
nationality,"['korean woman', 'japanese woman']"
nationality,"['korean woman', 'italian woman']"
nationality,"['korean woman', 'iraqi woman']"
nationality,"['korean woman', 'greek woman']"
nationality,"['korean woman', 'nigerian woman']"
nationality,"['korean woman', 'polish woman']"
nationality,"['korean woman', 'russian woman']"
nationality,"['korean woman', 'saudi arabian woman']"
nationality,"['korean woman', 'european woman']"
nationality,"['korean woman', 'eskimo']"
nationality,"['korean woman', 'dutch woman']"
nationality,"['korean woman', 'colombian woman']"
nationality,"['korean woman', 'scottish woman']"
nationality,"['korean woman', 'gypsy woman']"
nationality,"['armenian woman', 'indian woman']"
nationality,"['armenian woman', 'guatemalan woman']"
nationality,"['armenian woman', 'australian woman']"
nationality,"['armenian woman', 'canadian woman']"
nationality,"['armenian woman', 'norse woman']"
nationality,"['armenian woman', 'french woman']"
nationality,"['armenian woman', 'norwegian woman']"
nationality,"['armenian woman', 'cuban woman']"
nationality,"['armenian woman', 'dominican woman']"
nationality,"['armenian woman', 'salvadoran woman']"
nationality,"['armenian woman', 'thai woman']"
nationality,"['armenian woman', 'german woman']"
nationality,"['armenian woman', 'syrian woman']"
nationality,"['armenian woman', 'middle eastern woman']"
nationality,"['armenian woman', 'mississippian woman']"
nationality,"['armenian woman', 'native american woman']"
nationality,"['armenian woman', 'kenyan woman']"
nationality,"['armenian woman', 'japanese woman']"
nationality,"['armenian woman', 'italian woman']"
nationality,"['armenian woman', 'iraqi woman']"
nationality,"['armenian woman', 'greek woman']"
nationality,"['armenian woman', 'nigerian woman']"
nationality,"['armenian woman', 'polish woman']"
nationality,"['armenian woman', 'russian woman']"
nationality,"['armenian woman', 'saudi arabian woman']"
nationality,"['armenian woman', 'european woman']"
nationality,"['armenian woman', 'eskimo']"
nationality,"['armenian woman', 'dutch woman']"
nationality,"['armenian woman', 'colombian woman']"
nationality,"['armenian woman', 'scottish woman']"
nationality,"['armenian woman', 'gypsy woman']"
nationality,"['indian woman', 'guatemalan woman']"
nationality,"['indian woman', 'australian woman']"
nationality,"['indian woman', 'canadian woman']"
nationality,"['indian woman', 'norse woman']"
nationality,"['indian woman', 'french woman']"
nationality,"['indian woman', 'norwegian woman']"
nationality,"['indian woman', 'cuban woman']"
nationality,"['indian woman', 'dominican woman']"
nationality,"['indian woman', 'salvadoran woman']"
nationality,"['indian woman', 'thai woman']"
nationality,"['indian woman', 'german woman']"
nationality,"['indian woman', 'syrian woman']"
nationality,"['indian woman', 'middle eastern woman']"
nationality,"['indian woman', 'mississippian woman']"
nationality,"['indian woman', 'native american woman']"
nationality,"['indian woman', 'kenyan woman']"
nationality,"['indian woman', 'japanese woman']"
nationality,"['indian woman', 'italian woman']"
nationality,"['indian woman', 'iraqi woman']"
nationality,"['indian woman', 'greek woman']"
nationality,"['indian woman', 'nigerian woman']"
nationality,"['indian woman', 'polish woman']"
nationality,"['indian woman', 'russian woman']"
nationality,"['indian woman', 'saudi arabian woman']"
nationality,"['indian woman', 'european woman']"
nationality,"['indian woman', 'eskimo']"
nationality,"['indian woman', 'dutch woman']"
nationality,"['indian woman', 'colombian woman']"
nationality,"['indian woman', 'scottish woman']"
nationality,"['indian woman', 'gypsy woman']"
nationality,"['guatemalan woman', 'australian woman']"
nationality,"['guatemalan woman', 'canadian woman']"
nationality,"['guatemalan woman', 'norse woman']"
nationality,"['guatemalan woman', 'french woman']"
nationality,"['guatemalan woman', 'norwegian woman']"
nationality,"['guatemalan woman', 'cuban woman']"
nationality,"['guatemalan woman', 'dominican woman']"
nationality,"['guatemalan woman', 'salvadoran woman']"
nationality,"['guatemalan woman', 'thai woman']"
nationality,"['guatemalan woman', 'german woman']"
nationality,"['guatemalan woman', 'syrian woman']"
nationality,"['guatemalan woman', 'middle eastern woman']"
nationality,"['guatemalan woman', 'mississippian woman']"
nationality,"['guatemalan woman', 'native american woman']"
nationality,"['guatemalan woman', 'kenyan woman']"
nationality,"['guatemalan woman', 'japanese woman']"
nationality,"['guatemalan woman', 'italian woman']"
nationality,"['guatemalan woman', 'iraqi woman']"
nationality,"['guatemalan woman', 'greek woman']"
nationality,"['guatemalan woman', 'nigerian woman']"
nationality,"['guatemalan woman', 'polish woman']"
nationality,"['guatemalan woman', 'russian woman']"
nationality,"['guatemalan woman', 'saudi arabian woman']"
nationality,"['guatemalan woman', 'european woman']"
nationality,"['guatemalan woman', 'eskimo']"
nationality,"['guatemalan woman', 'dutch woman']"
nationality,"['guatemalan woman', 'colombian woman']"
nationality,"['guatemalan woman', 'scottish woman']"
nationality,"['guatemalan woman', 'gypsy woman']"
nationality,"['australian woman', 'canadian woman']"
nationality,"['australian woman', 'norse woman']"
nationality,"['australian woman', 'french woman']"
nationality,"['australian woman', 'norwegian woman']"
nationality,"['australian woman', 'cuban woman']"
nationality,"['australian woman', 'dominican woman']"
nationality,"['australian woman', 'salvadoran woman']"
nationality,"['australian woman', 'thai woman']"
nationality,"['australian woman', 'german woman']"
nationality,"['australian woman', 'syrian woman']"
nationality,"['australian woman', 'middle eastern woman']"
nationality,"['australian woman', 'mississippian woman']"
nationality,"['australian woman', 'native american woman']"
nationality,"['australian woman', 'kenyan woman']"
nationality,"['australian woman', 'japanese woman']"
nationality,"['australian woman', 'italian woman']"
nationality,"['australian woman', 'iraqi woman']"
nationality,"['australian woman', 'greek woman']"
nationality,"['australian woman', 'nigerian woman']"
nationality,"['australian woman', 'polish woman']"
nationality,"['australian woman', 'russian woman']"
nationality,"['australian woman', 'saudi arabian woman']"
nationality,"['australian woman', 'european woman']"
nationality,"['australian woman', 'eskimo']"
nationality,"['australian woman', 'dutch woman']"
nationality,"['australian woman', 'colombian woman']"
nationality,"['australian woman', 'scottish woman']"
nationality,"['australian woman', 'gypsy woman']"
nationality,"['canadian woman', 'norse woman']"
nationality,"['canadian woman', 'french woman']"
nationality,"['canadian woman', 'norwegian woman']"
nationality,"['canadian woman', 'cuban woman']"
nationality,"['canadian woman', 'dominican woman']"
nationality,"['canadian woman', 'salvadoran woman']"
nationality,"['canadian woman', 'thai woman']"
nationality,"['canadian woman', 'german woman']"
nationality,"['canadian woman', 'syrian woman']"
nationality,"['canadian woman', 'middle eastern woman']"
nationality,"['canadian woman', 'mississippian woman']"
nationality,"['canadian woman', 'native american woman']"
nationality,"['canadian woman', 'kenyan woman']"
nationality,"['canadian woman', 'japanese woman']"
nationality,"['canadian woman', 'italian woman']"
nationality,"['canadian woman', 'iraqi woman']"
nationality,"['canadian woman', 'greek woman']"
nationality,"['canadian woman', 'nigerian woman']"
nationality,"['canadian woman', 'polish woman']"
nationality,"['canadian woman', 'russian woman']"
nationality,"['canadian woman', 'saudi arabian woman']"
nationality,"['canadian woman', 'european woman']"
nationality,"['canadian woman', 'eskimo']"
nationality,"['canadian woman', 'dutch woman']"
nationality,"['canadian woman', 'colombian woman']"
nationality,"['canadian woman', 'scottish woman']"
nationality,"['canadian woman', 'gypsy woman']"
nationality,"['norse woman', 'french woman']"
nationality,"['norse woman', 'norwegian woman']"
nationality,"['norse woman', 'cuban woman']"
nationality,"['norse woman', 'dominican woman']"
nationality,"['norse woman', 'salvadoran woman']"
nationality,"['norse woman', 'thai woman']"
nationality,"['norse woman', 'german woman']"
nationality,"['norse woman', 'syrian woman']"
nationality,"['norse woman', 'middle eastern woman']"
nationality,"['norse woman', 'mississippian woman']"
nationality,"['norse woman', 'native american woman']"
nationality,"['norse woman', 'kenyan woman']"
nationality,"['norse woman', 'japanese woman']"
nationality,"['norse woman', 'italian woman']"
nationality,"['norse woman', 'iraqi woman']"
nationality,"['norse woman', 'greek woman']"
nationality,"['norse woman', 'nigerian woman']"
nationality,"['norse woman', 'polish woman']"
nationality,"['norse woman', 'russian woman']"
nationality,"['norse woman', 'saudi arabian woman']"
nationality,"['norse woman', 'european woman']"
nationality,"['norse woman', 'eskimo']"
nationality,"['norse woman', 'dutch woman']"
nationality,"['norse woman', 'colombian woman']"
nationality,"['norse woman', 'scottish woman']"
nationality,"['norse woman', 'gypsy woman']"
nationality,"['french woman', 'norwegian woman']"
nationality,"['french woman', 'cuban woman']"
nationality,"['french woman', 'dominican woman']"
nationality,"['french woman', 'salvadoran woman']"
nationality,"['french woman', 'thai woman']"
nationality,"['french woman', 'german woman']"
nationality,"['french woman', 'syrian woman']"
nationality,"['french woman', 'middle eastern woman']"
nationality,"['french woman', 'mississippian woman']"
nationality,"['french woman', 'native american woman']"
nationality,"['french woman', 'kenyan woman']"
nationality,"['french woman', 'japanese woman']"
nationality,"['french woman', 'italian woman']"
nationality,"['french woman', 'iraqi woman']"
nationality,"['french woman', 'greek woman']"
nationality,"['french woman', 'nigerian woman']"
nationality,"['french woman', 'polish woman']"
nationality,"['french woman', 'russian woman']"
nationality,"['french woman', 'saudi arabian woman']"
nationality,"['french woman', 'european woman']"
nationality,"['french woman', 'eskimo']"
nationality,"['french woman', 'dutch woman']"
nationality,"['french woman', 'colombian woman']"
nationality,"['french woman', 'scottish woman']"
nationality,"['french woman', 'gypsy woman']"
nationality,"['norwegian woman', 'cuban woman']"
nationality,"['norwegian woman', 'dominican woman']"
nationality,"['norwegian woman', 'salvadoran woman']"
nationality,"['norwegian woman', 'thai woman']"
nationality,"['norwegian woman', 'german woman']"
nationality,"['norwegian woman', 'syrian woman']"
nationality,"['norwegian woman', 'middle eastern woman']"
nationality,"['norwegian woman', 'mississippian woman']"
nationality,"['norwegian woman', 'native american woman']"
nationality,"['norwegian woman', 'kenyan woman']"
nationality,"['norwegian woman', 'japanese woman']"
nationality,"['norwegian woman', 'italian woman']"
nationality,"['norwegian woman', 'iraqi woman']"
nationality,"['norwegian woman', 'greek woman']"
nationality,"['norwegian woman', 'nigerian woman']"
nationality,"['norwegian woman', 'polish woman']"
nationality,"['norwegian woman', 'russian woman']"
nationality,"['norwegian woman', 'saudi arabian woman']"
nationality,"['norwegian woman', 'european woman']"
nationality,"['norwegian woman', 'eskimo']"
nationality,"['norwegian woman', 'dutch woman']"
nationality,"['norwegian woman', 'colombian woman']"
nationality,"['norwegian woman', 'scottish woman']"
nationality,"['norwegian woman', 'gypsy woman']"
nationality,"['cuban woman', 'dominican woman']"
nationality,"['cuban woman', 'salvadoran woman']"
nationality,"['cuban woman', 'thai woman']"
nationality,"['cuban woman', 'german woman']"
nationality,"['cuban woman', 'syrian woman']"
nationality,"['cuban woman', 'middle eastern woman']"
nationality,"['cuban woman', 'mississippian woman']"
nationality,"['cuban woman', 'native american woman']"
nationality,"['cuban woman', 'kenyan woman']"
nationality,"['cuban woman', 'japanese woman']"
nationality,"['cuban woman', 'italian woman']"
nationality,"['cuban woman', 'iraqi woman']"
nationality,"['cuban woman', 'greek woman']"
nationality,"['cuban woman', 'nigerian woman']"
nationality,"['cuban woman', 'polish woman']"
nationality,"['cuban woman', 'russian woman']"
nationality,"['cuban woman', 'saudi arabian woman']"
nationality,"['cuban woman', 'european woman']"
nationality,"['cuban woman', 'eskimo']"
nationality,"['cuban woman', 'dutch woman']"
